NOM DU MUSEE,ADR,CP,VILLE,SITWEB,latitude,longitude
Musée de l'Ecole Rurale en Bretagne,Kergroas,29560,TREGARVAN,http://www.musee-ecole.fr,48.244346,-4.225059
Ecomusée du Pays de Montfort,"2, Rue du Château",35160,MONTFORT-SUR-MEU,http://www.ecomusee-broceliande.com  - http://ecomuseepaysmontfort.free.fr/,48.137765,-1.956378
Musée de la Faucillonnaie,Manoir de la Faucillonnaie,35500,MONTREUIL-SOUS-PEROUSE,Site de l'office du tourisme,48.154961,-1.238899
Musée des Beaux-Arts,"20, Quai Emile Zola",35100,RENNES,http://www.mbar.org,48.109834,-1.675861
Musée de Bretagne,"46, boulevard Magenta

CS 51138",35011,RENNES Cedex,http://www.musee-bretagne.fr,48.105242,-1.673896
Musée Saint-Nicolas,"15, Rue Pasteur",35506,VITRE,site de l'office du tourisme,48.125622,-1.216099
Musée des Rochers-Sévigné,Route d'Argentré du Plessis,35500,VITRE,site de l'office du tourisme,48.099994,-1.191075
Musée du Château,Place du Château,35506,VITRE Cedex,site de l'office du tourisme,48.12432,-1.214152
Ecomusée de Saint-Dégan,,56400,BREC'H,http://www.ecomusee-st-degan.fr,47.720736,-2.989176
Musée de Préhistoire J. Miln- Z. Le-Rouzic,"10, Place de la chapelle",56340,CARNAC,http://www.museedecarnac.com,47.584531,-3.079164
Ecomusée de l'Île de Groix,Port-Tudy,56590,ILE DE GROIX,http://ecomusee.groix.free.fr,47.63973,-3.444863
Ecomusée Industriel des Forges,Mail François Giovannelli,56650,INZINZAC-LOCHRIST,http://www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html,47.824797,-3.252319
Musée du Faouët,"1, Rue de Quimper",56320,LE FAOUET,http://www.museedufaouet.fr,48.031817,-3.490833
Musée de la Compagnie des Indes,Citadelle de Port-Louis,56290,PORT-LOUIS,http://musee.lorient.fr,47.706409,-3.353649
Musée National de la Marine,Citadelle de Port-Louis,56290,PORT-LOUIS,http://www.musee-marine.fr/port-louis,47.706409,-3.353649
Musée de la Résistance Bretonne,Les Hardys-Behelec,56140,SAINT-MARCEL - MALESTROIT,http://www.resistance-bretonne.com,47.80168,-2.432061
Musée du Château de Suscinio,,56370,SARZEAU,http://www.suscinio.info,47.48788,-2.798596
Musée d'Histoire et d'Archéologie de Vannes,"Château Gaillard

2, Rue Noé",56000,VANNES,,47.656705,-2.757726
"La Cohue, Musée des Beaux-Arts de vannes",9 et 15 Place Saint-Pierre,56000,VANNES,,47.657693,-2.757556
Musée des Meilleurs Ouvriers de France,Place Etienne Dolet,18000,BOURGES,Site de la ville www.ville-bourges.fr,47.082181,2.398248
Musée d'Histoire Naturelle Gabriel Foucher,Parc Saint-Paul,18000,BOURGES,http://www.museum-bourges.net,47.069228,2.412463
Musée du Berry,"Hôtel Cujas

4, Rue des Arènes",18000,BOURGES,site de la ville www.ville-bourges.fr,47.08537,2.392969
Musée Estève,"Hôtel des Echevins

13, Rue Edouard Branly",18000,BOURGES,Site de la ville : www.ville-bourges.fr,47.085951,2.396195
Musée des Arts Décoratifs,"Hôtel Lallemant

5, Rue de l'Hôtel Lallemant",18000,BOURGES,Site de la ville www.ville-bourges.fr,47.084605,2.398378
Musée Emile Chénon,"10-12, Rue de la Victoire",18370,CHATEAUMEILLANT,,46.561505,2.196409
Musée du Château Charles VII,Place du Général Leclerc,18500,MEHUN-SUR-YEVRE,http://www.ville-mehun-sur-yevre.fr/Le-Château,47.143299,2.216615
Musée Saint-Vic,Cours Manuel,18200,SAINT-AMAND-MONTROND,,46.720866,2.506685
Musée Bonnevallais,Rue des Ecoles,28800,BONNEVAL,,48.183865,1.390081
Muséum des Sciences Naturelles et de Préhistoire,"5 bis, Bd de la Courtille",28000,CHARTRES,site de la ville : www.ville-chartres.fr ou http://perso.wanadoo.fr/samnel.museum/,48.441822,1.490983
Conservatoire du Machinisme et des Pratiques Agricoles,"1, rue de la République",28300,CHARTRES-MAINVILLIERS,http://www.lecompa.com,48.446888,1.476576
Musée des Beaux-Arts et d'Histoire Naturelle,"3, rue Toufaire",28200,CHATEAUDUN,http://www.ville-chateaudun.fr ou www.musees.regioncentre.fr,48.070792,1.327905
Musée d'Art et d'Histoire Marcel Dessal,"5-7, Place du musée",28100,DREUX,http://www.musees.regioncentre.fr - site de la région,48.733472,1.368066
Musée Marcel Proust,"4, rue du Docteur Proust

B.P. 20025",28120,ILLIERS-COMBRAY,http://perso.orange.fr/marcelproust/,48.29985,1.243452
Musée du Château Saint-Jean,Rue du Château,28400,NOGENT-LE-ROTROU,http://www.ville-nogent-le-rotrou.fr/html/art_cult/musee/collec.htm,48.318117,0.823574
Musée Farcot,Place Farcot,28700,SAINVILLE,mairie.perso.fr/sainville/index.htm,48.415949,1.879013
Musée de la Chemiserie et de l'Elégance Masculine,"Rue Charles Brillaud

BP 154",36200,ARGENTON-SUR-CREUSE,http://chemiserie.cc-argenton.fr,46.588407,1.518501
Château Musée,31/33 Rue Hersent Luzarche,36290,AZAY-LE-FERRON,http://www.château-azay-le-ferron.com,46.851361,1.069524
Musées de Châteauroux - Hôtel Bertrand,"2, Rue Descente-des-Cordeliers",36000,CHATEAUROUX,http://www.ville-chateauroux.fr - Site de la ville,46.813737,1.694262
Musée de l'Hospice Saint-Roch,"23, Rue de l'Hospice Saint-Roch

B.P. 150",36100,ISSOUDUN Cedex,http://www.issoudun.fr,46.945388,1.994497
Musée George Sand et de la Vallée Noire,"71, Rue Venôse",36400,LA CHATRE,Site de la région ou www.pays-george-sand.com,46.581939,1.989964
Musée de Géologie Régionale,,36600,LANGE,,47.064325,1.485945
Musée Ornithologique (Ecomusée de la Brenne),Château Naillac,36300,LE BLANC,Site de la région centre,46.629212,1.061409
Musée de la poste,"6, Rue Joyeuse",37400,AMBOISE,,47.411309,0.984736
Musée de l'Hôtel de Ville,"60, Rue Concorde

B.P. 247",37402,AMBOISE Cedex,Site de la ville www.ville-amboise.fr,47.413209,0.984493
Musée du Vieux Chinon,"44, Rue Haute-Saint-Maurice",37500,CHINON,http://www.chinon-histoire.org,47.167125,0.23767
"""Maison Musée"" René Descartes","29, Rue Descartes",37160,DESCARTES,http://www.ville-descartes.fr/pratique/f_pratique.htm,46.972623,0.699988
Musée de Préhistoire du Grand Pressigny,Château du Grand-Pressigny,37350,LE GRAND PRESSIGNY,http://www.prehistoiregrandpressigny.fr,46.92224,0.804273
Musée Lansyer,"1, rue Lansyer",37600,LOCHES,Site de la région centre ou http://www.lochesentouraine.com,47.126829,0.997457
Musée du Terroir,,37600,LOCHES,,47.126959,0.989963
Musée de l'Hôtel de Ville,"1, Place du Marché",37120,RICHELIEU,http://www.ville-richelieu.fr,47.012709,0.324356
Musée Balzac,Château de Saché,37190,SACHE,"Site hébergé sur www.lysdanslavallee.fr,",47.245773,0.54394
Musée Municipal,Place du Château,37800,SAINTE-MAURE-DE-TOURAINE,http://www.sainte-maure-de-touraine.fr,47.1115,0.619817
Musée du Savignéen,"10, Faubourg Rue",37340,SAVIGNE-SUR-LATHAN,http://www.museedusavigneen.com,47.44581,0.319721
Ecomusée du Véron,"80, Route de Candes",37420,SAVIGNY-EN-VERON,http://www.cc-veron.fr/ecomusee,47.209697,0.124427
Musée Rabelais,Maison de la Devinière,37500,SEUILLY,http://www.musee-rabelais.fr ou site du conseil général,47.140565,0.179408
Muséum d'Histoire Naturelle,"3, Rue du Président Merville",37000,TOURS,http://www.museum.tours.fr,47.394637,0.68388
Musée des Beaux-Arts,"18, Place François Sicard",37000,TOURS,http://www.mba.tours.fr ou www.musees-regioncentre.fr,47.394698,0.694004
Musée des Vins de Touraine,"Cellier Saint-Julien

16, Rue Nationale",37000,TOURS,site de la ville,47.393831,0.687403
Musée du Compagnonnage,"Cloître Saint-Julien

8, Rue Nationale",37000,TOURS,http://www.museecompagnonnage.fr,47.396086,0.686726
Musée de l'Hôtel Goüin,"25, Rue du Commerce

B.P. 1105",37011,TOURS Cedex,Site du conseil général,47.395094,0.684809
Musée de Minerve,Place du Musée,37290,YZEURES-SUR-CREUSE,,46.785891,0.870036
Maison de la Magie,"1, Place du Château",41000,BLOIS,http://www.maisondelamagie.fr,47.586104,1.332126
Château Musées de Blois,Château de Blois,41000,BLOIS,http://www.chateaudeblois.fr,47.586086,1.332121
Muséum d'Histoire Naturelle,"""Les Jacobins"" 

Rue Anne de Bretagne",41000,BLOIS,http://www.ville-blois.fr,47.585156,1.332989
Musée de la Corbillière,Château de la Corbillière,41500,MER,,47.696527,1.514337
Atelier Musée Louis Leygue,"106, Rue des Venages",41100,NAVEIL,,47.794146,1.031198
Musée Archéologique,Hôtel de Ville,41140,THESEE,http://www.musees.regioncentre,47.317703,1.323178
Musée Municipal Théâtre Forain et Archéologique,Quartier du Paradis,45410,ARTENAY,http://www.musee-theatre-forain.fr,48.08201,1.879598
Musée Daniel Vannier,"Hôtel de Ville - Service patrimoine

20, Rue du Change",45190,BEAUGENCY,site de la région ou www.patrimoine-beaugency.fr,47.77814,1.630916
Musée de la Marine de Loire,"Ecuries du Château

1, Place Aristide Briand",45110,CHATEAUNEUF-SUR-LOIRE,http://www.chateauneuf-sur-loire.com ou www.musees-centre.com,47.865168,2.21918
Musée d'Art et d'Archéologie,"2, Faubourg Puyrault",45230,CHATILLON-COLIGNY,http://www.ifrance.com/chatillon-coligny,47.820625,2.844906
Musée Gaston Couté,"Espace culturel La Monnaye

22 Rue des Remparts",45130,MEUNG-SUR-LOIRE,http://www.meung-sur-loire.com,47.825556,1.694889
Musée Girodet,"2, rue de la Chaussée",45200,MONTARGIS,http://www.montargis.fr/musee.htm,47.997843,2.737468
Musée du Gatinais,"7, Rue du Château",45200,MONTARGIS,,47.998314,2.729233
Muséum des Sciences Naturelles,"6, Rue Marcel Proust",45000,ORLEANS,http://www.orleans.fr,47.90807,1.907907
Musée des Beaux-Arts,"1, rue Fernand Rabier",45000,ORLEANS,Région : www.musees.regioncentre.fr ou  www.orleans.fr (rubrique culture/musee),47.903147,1.909903
Musée de la Maison de la Dernière Cartouche,12 Avenue de la Dernière Cartouche,08140,BAZEILLES,http://www.maisondeladernierecartouche.com,49.681811,4.975009
Musée Arthur Rimbaud,Quai Arthur Rimbaud,08000,CHARLEVILLE-MEZIERES,http://www.mairie-charlevillemezieres.fr/htm/culture/rimbaud.htm,49.776058,4.720484
Maison des Ailleurs - Arthur Rimbaud,Quai Rimbaud,08000,CHARLEVILLE-MEZIERES,Site de la ville,49.776058,4.720484
Musée de l'Ardenne,"31, Place Ducale",08000,CHARLEVILLE-MEZIERES,http://www.mairie-charlevillemezieres.fr/htm/culture/rimbaud.htm,49.773621,4.721113
Musée de Givet,"Mairie

11, Place Carnot",08600,GIVET,,50.136341,4.8247
Musée du Feutre,Mairie,08210,MOUZON,http://www.culture.gouv.fr/champagne-ardenne/2culture/musee_france/musee_mouzon.html,49.609209,5.075187
Musée du Rethelois et du Porcien,Place Noiret-Chaigneau,08300,RETHEL,,49.506881,4.363521
Musée du Château-Fort,BP 10322,08200,SEDAN,http://www.chateau-fort-sedan.fr,49.69468,4.920339
Musée Napoléon Ier,"34, Rue de l'Ecole Militaire",10500,BRIENNE-LE-CHATEAU,http://www.musee-napoleon-brienne.fr,48.388915,4.528446
Musée de la Résistance,Rue Boursault,10250,MUSSY-SUR-SEINE,Site de l'OT,47.977391,4.498921
Musée des Beaux-Arts,"1, Rue Chrestien-de-Troyes",10000,TROYES,http://www.musees-troyes.com,48.300638,4.08003
Musée Historique de Troyes et de la Champagne,"4, Rue Vauluisant",10000,TROYES,,48.294239,4.071824
Pharmacie Musée de l'Hôtel-Dieu,Quai des Comtes-de-Champagne,10000,TROYES,,48.300768,4.077528
Maison de l'Outil  et de la Pensée Ouvrière,"7, Rue de La Trinité",10000,TROYES,http://www.maison-de-l-outil.com,48.294907,4.07261
Musée de la Bonneterie,"Conservation des Musées 

2, rue Chrestien de Troyes",10000,TROYES,http://www.ville-troyes.fr,48.300945,4.0797
Muséum d'Histoire Naturelle,"4, Rue Chrestiens de Troyes",10000,TROYES,Site de la ville,48.300722,4.07987
Musée d'Art Moderne,"14, Place Saint-Pierre",10000,TROYES,Site de la ville,48.300046,4.080194
Musée des Beaux-Arts et d'Archéologie,Place du Palais,52000,CHAUMONT,http://www.ville-chaumont.fr,48.112453,5.137406
Musée de l'Affiche - médiathèque,"7/9, Avenue Foch",52000,CHAUMONT,,48.110208,5.129477
Maison des Lumière Denis Diderot (ex Musée du Breuil de Saint-Germain),"1, Place Pierre Burelle",52200,LANGRES,http://www.maisondeslumieres.org,47.866417,5.331753
Musée Municipal,"17, Rue de la Victoire",52100,SAINT-DIZIER,Site de la mairie,48.637908,4.9485
Musée du Cloître de Notre-Dame-en-Vaux,Rue Nicolas Durant,51000,CHALONS-EN-CHAMPAGNE,,48.958112,4.362901
Musée Garinet,"13, rue Pasteur",51000,CHALONS-EN-CHAMPAGNE,,48.955828,4.366495
Musée Municipal,Place Alexandre Godart,51000,CHALONS-EN-CHAMPAGNE,,48.956869,4.363827
Musée Municipal d'Epernay,"13, Avenue de Champagne",51200,EPERNAY,,49.042901,3.961379
Musée de l'Ancien Collège des Jésuites,"Direction de la Culture de la ville de Reims

1, place Museux",51100,REIMS,,49.253125,4.04484
Musée Hôtel le Vergeur,"36, Place du Forum",51100,REIMS,http://www.museelevergeur.com,49.257013,4.034043
Musée Saint-Rémi,"53, rue Simon",51100,REIMS,Site de la ville,49.243111,4.040351
Musée des Beaux-Arts de Saint-Denis,"8, Rue Chanzy",51100,REIMS,site de la ville,49.253442,4.030921
Musée de l'Argonne Viard-Morel,Place Général Leclerc,51800,SAINTE-MENEHOULD,,49.092431,4.898023
Musée Fesch,"50-52, rue du Cardinal Fesch",20000,AJACCIO,http://www.musee-fesch.com,41.922392,8.738549
Musée de la Maison Bonaparte,Rue Saint-Charles,20000,AJACCIO,http://www.musee-maisonbonaparte.fr - www.musees-nationaux-napoleoniens.org,41.917772,8.738068
Musée Napoléonien,"Hotel de Ville

Avenue Antoine Serafini",20000,AJACCIO,http://www.napoleon.org ou http://www.ajaccio.fr/,41.918813,8.738403
Musée de Préhistoire Corse,Boulevard Jacques Nicolai,20100,SARTENE,,41.620393,8.97461
Musée Départemental d'Archéologie d'Aléria,Fort de Matra,20270,ALERIA,http://www.cg2b.fr,42.103684,9.511502
Musée de Bastia,"Mairie de Bastia

Avenue Pierre Giudicelli",20410,BASTIA Cedex,http://www.musee-bastia.com,42.702212,9.451447
Musée Archéologique de Mariana - Prince Rainier III de Monaco,Mairie de Lucciana,20290,LUCCIANA,"http://www.lucciana.fr/mariana,-site-historique-le-musee-archeologique-de-mariana-%20-%C2%AB-prince-rainier-iii-de-monaco-%C2%BB_202.html",42.542624,9.497059
Musée Départemental Pascal Paoli,Hameau de la Stretta 20261,20218,MOROSAGLIA,http://www.cg2b.fr,42.437734,9.308812
Musée des Beaux-Arts et d'Archéologie,"1, Place de la Révolution",25000,BESANCON,http://www.musee-arts-besancon.org,47.240051,6.022927
Muséum de Besançon,"La Citadelle

Rue des Fusillés de la Résistance",25000,BESANCON,http://www.citadelle.com,47.232614,6.032133
Musée de la résistance et de la Déportation,"La Citadelle

Rue des Fusillés",25000,BESANCON,http://www.citadelle.com,47.232614,6.032133
Musée Comtois,"LA CITADELLE

Rue des Fusillés",25000,BESANCON,http://www.citadelle.com,47.232614,6.032133
Musée du Temps,"96, Grande rue",25000,BESANCON,http://www.besancon.fr/museedutemps,47.23602,6.026659
Musée Beurnier-Rossel,"8, Place Saint-Martin

B.P. 95287",25200,MONTBELIARD,http://www.montbeliard.fr,47.509957,6.797684
Musée du Château des Ducs de Wurtemberg,B.P. 95287,25205,MONTBELIARD Cedex,http://www.montbeliard.fr,48.890388,5.555086
Musée de Plein Air des Maisons Comtoises,Rue du Musée,25360,NANCRAY,http://www.maisons-comtoises.org,47.243044,6.189533
Musée de Pontarlier,"2, Place d'Arçon",25300,PONTARLIER,Site de la ville,46.904221,6.354581
Musée Départemental Albert Demard,Château de Champlitte,70600,CHAMPLITTE,http://www.cg70.fr/decouvertes/musee,47.661612,5.466123
Ecomusée du Pays de la Cerise,"206, Le Petit Fahyr",70220,FOUGEROLLES,http://www.musees-des-techniques.org,47.907071,6.401161
Musée Baron Martin,"6, rue Pigalle",70100,GRAY,http://www.ville-gray.fr,47.446411,5.592781
Musée Départemental de la Montagne Albert Demard,Château-Lambert,70440,LE HAUT-DU-THEM,http://musees.cg70.fr,47.845927,6.746415
Musée de la Tour des Echevins,"36, Rue Victor Genoux",70300,LUXEUIL-LES-BAINS,http://www.luxeuil.fr,47.816844,6.38053
Musée Georges Garret,"1, Rue des Ursulines",70000,VESOUL,Site des musées de la région,47.623695,6.155772
Musée Sarret de Grozon,Grande Rue,39600,ARBOIS,Site des musées de la région,46.903356,5.773137
Musée Municipal d'Archéologie,"26, rue Baronne Delort",39300,CHAMPAGNOLE,http://www.tourisme.champagnole.com,46.74651,5.907547
Musée des Beaux-Arts,"85, rue des Arènes",39100,DOLE,Site de la ville ou site des musées de la région,47.089059,5.488205
Musée d'Archéologie,"7, Rue des Cordeliers",39000,LONS-LE-SAUNIER,Site de la ville,46.674433,5.55523
Musée des Beaux-Arts,Place Philibert de Châlon,39000,LONS-LE-SAUNIER,Site des musées de la région,46.675825,5.553897
Musée du Jouet,"5, Rue du Murgin",39260,MOIRANS-EN-MONTAGNE,http://www.musee-du-jouet.fr et Site des musées de la région,46.433004,5.726307
Viséum-Musée de la Lunette,Place Jean Jaurès,39400,MOREZ,http://www.musee-lunette.fr ou www.musees-franchecomte.com,46.529788,6.020053
Musée Municipal de Poligny,"Hôtel de Ville

49, Grande Rue",39800,POLIGNY,http://www.musee-poligny.fr,46.836426,5.708802
Musée de l'Abbaye/Donations Guy Bardone - René Genis,"3, Place de l'Abbaye",39200,SAINT-CLAUDE,Site des musées de la région,46.386209,5.865239
Musée des Salines,Place des Salines,39110,SALINS-LES-BAINS,http://www.salinesdessalins.com ou www.musees-des-techniques.org,46.939895,5.877348
Musée Max Claudet,Place des Salines,39110,SALINS-LES-BAINS,http://www.juramusees.fr/1/musee/musees/beaux_arts/musee_max_claudet_salins_les_bains.html,46.939895,5.877348
Musée de l'Artisanat Jurassien,Abbaye de Baume-Les-Messieurs,39210,VOITEUR,,46.707619,5.64848
Musée Frédéric Japy,"16, Rue Frédéric Japy",90500,BEAUCOURT,http://www.musees-des-techniques.org,47.485011,6.922453
Forge-Musée,"2, Rue de Lamadeleine",90170,ETUEFFONT,http://www.musees-des-techniques.org ou www.cc-pays-sous-vosgien.fr,47.722575,6.920842
Musée Précolombien Edgar Clerc,440 Route de la Rosette,97160,LE MOULE,http://www.cg971.fr/musees/clerc/index_edgar.htm,16.340101,-61.382285
Musée Municipal Saint-John Perse,"9, rue de Nozière",97110,POINTE-A-PITRE,http://www.sjperse.org/museesjp.htm,16.236416,-61.535945
Musée Schoelcher,"24, Rue Peynier",97110,POINTE-A-PITRE -GUADELOUPE,http://www.cg971.fr/musees/schoelcher/index_schoecher.htm,16.237697,-61.537737
Musée des Cultures Guyanaises,"78, Rue Mme Payé",97300,CAYENNE,http://www.mcg973.org ou www.amazonian-museum-network.org,4.944611,-52.302857
Musée Départemental Alexandre Franconie,"1, Avenue du Général-de-Gaulle",97300,CAYENNE - GUYANE,,4.938177,-52.334359
Ecomusée Municipal d'Approuague-Kaw,"Rue Gaston Monnerville

Le Bourg",97390,REGINA,,16.333767,-61.348355
Musée Français de la Photographie,"78, Rue de Paris",91570,BIEVRES,http://www.museedelaphoto.fr,48.762826,2.225102
Musée Dunoyer de Segonzac,"5, Place des Droits de l'Homme",91800,BOUSSY-SAINT-ANTOINE,,48.688925,2.530019
Musée Municipal Robert Dubois-Corneau,"16, Rue du Réveillon",91800,BRUNOY,http://www.brunoy.fr,48.700303,2.500266
Musée du Château,Place du Général de Gaulle,91410,DOURDAN,Site de la ville - www.mairie-dourdan.fr,48.529349,2.01149
Musée Belmondo et de la Sculpture Figurative du XXè siècle,"Château Buchillot

14, Rue de l'Abreuvoir",92100,BOULOGNE-BILLANCOURT,http://www.boulognebillancourt.com,48.847455,2.232701
Musée-Jardin Paul Landowski,"14, Rue Max Blondat",92100,BOULOGNE-BILLANCOURT,,48.844261,2.246847
Musée Départemental Albert-Kahn,"10-14, Rue du Port",92100,BOULOGNE-BILLANCOURT,http://www.albert-kahn.fr,48.841354,2.227488
Musée des Années Trente,"Espace Landowski

28, avenue André Morizet",92100,BOULOGNE-BILLANCOURT,Site de l'association des amis -  www.annees30.com/,48.83591,2.239289
Fondation Arp,"21, Rue des Châtaigniers",92140,CLAMART,http://www.fondationarp.org,48.803529,2.244319
Musée Municipal d'Art et d'Histoire,"2, Rue Gabriel Péri",92700,COLOMBES,Site de la ville - www.mairie-colombes.fr,48.923321,2.252039
Musée Roybet Fould,"Parc de Bécon

178, Boulevard Saint Denis",92400,COURBEVOIE,,48.900998,2.271279
Musée des Travaux Publics,Mairie de Courbevoie,92400,COURBEVOIE,Site de la ville,48.89371,2.258054
Musée Français de la Carte à Jouer,"16, Rue Auguste Gervais",92130,ISSY-LES-MOULINEAUX,http://www.issy.com/musee,48.822771,2.273453
Musée - Atelier Rodin,"19, Avenue Auguste Rodin",92190,MEUDON,http://www.musee-rodin.fr,48.813854,2.25249
Musée d'Art et d'Histoire,"11, Rue des Pierres",92190,MEUDON,http://www.meudon.fr,48.806412,2.234894
Musée des Automates,"Hôtel Arturo Lopez

12, Rue du Centre",92200,NEUILLY-SUR-SEINE,,48.879608,2.252754
Musée National des Châteaux de Malmaison et de Bois-Préau,Avenue du Château de Malmaison,92500,RUEIL-MALMAISON,http://www.chateau-malmaison.fr,48.872958,2.169032
Musée Franco-Suisse,"13, Boulevard Foch",92501,RUEIL-MALMAISON Cedex,Site de la mairie : /www.mairie-rueilmalmaison.fr,48.878122,2.180317
Musée d'Histoire Locale - Mémoire de la Ville,"13, Boulevard Foch",92501,RUEIL-MALMAISON Cedex,Site de la mairie : /www.mairie-rueilmalmaison.fr,48.878122,2.180317
Musée Municipal de Saint-Cloud,"""Jardin des Avelines""

60, Rue Gounod",92210,SAINT-CLOUD,http://www.saint-cloud.fr,48.842497,2.208286
Musée de l'Île de France,,92330,SCEAUX,http://www.chateau-sceaux.fr ou/www.domaine-de-sceaux.fr (site du conseil général) ou www.sceaux.fr,48.778555,2.288291
Sèvres - Cité de la Céramique,"2, Place de la Manufacture",92310,SEVRES,http://www.sevresciteceramique.fr,46.575183,0.305931
MUS - Musée d'Histoire Urbaine et Sociale,"1, Place de la gare de Suresnes-Longchamp",92150,SURESNES,http://www.ville-suresnes.fr ou http://webmuseo.com/ws/musee-suresnes/app/report/index.html,48.868319,2.221999
Musée National de L'Orangerie des Tuileries,Jardin des Tuileries,75001,PARIS,http://www.musee-orangerie.fr,48.862968,2.323733
Musée National Picasso,"Hôtel Salé

5, Rue de Thorigny",75003,PARIS,http://www.musee-picasso.fr,48.8597,2.362644
"Musée Cognacq-Jay, Musée du XVIIIe siècle de la ville de Paris","8, Rue Elzévir",75003,PARIS,http://www.museecognacqjay.paris.fr,48.858257,2.361524
Musée Carnavalet-Histoire de Paris,"16, Rue de Sévigné",75003,PARIS,http://www.carnavalet.paris.fr,48.857573,2.363359
Maison de Victor Hugo,"6, Place des Vosges",75004,PARIS,http://www.maisonsvictorhugo.paris.fr,48.854821,2.366126
Musée National du Moyen Age-Thermes de Cluny,"6, Place Paul Painlevé",75005,PARIS,http://www.musee-moyenage.fr,48.850325,2.343921
Galerie de Minéralogie et de Géologie (Muséum d'Histoire Naturelle),"Jardin des Plantes

36, Rue Geoffroy Saint-Hilaire",75005,PARIS,http://www.mnhn.fr,48.841491,2.355989
Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle),"Jardin des Plantes

36, rue Geoffroy Saint-Hilaire",75005,PARIS,http://www.mnhn.fr,48.841491,2.355989
Galerie de Botanique (Muséum National National d'Histoire Naturelle),,75005,PARIS,http://www.mnhn.fr,48.844107,2.351541
Galerie d’entomologie (Muséum national d'histoire naturelle),"57, Rue Cuvier",75005,PARIS,http://www.mnhn.fr,48.843835,2.355201
Musée de l'Assistance Publique - Hôpitaux de Paris,"10, Rue des Fossés Saint-Marcel",75005,PARIS,http://www.aphp.fr,48.838808,2.356014
Crypte Archéologique du Parvis Notre-Dame,"7, Place Jean Paul II

Parvis Notre-Dame",75004,PARIS,http://www.crypte/paris.fr,49.11925,6.174731
Musée Nissim de Camondo (Les Arts Décoratifs),"63, Rue de Monceau",75008,PARIS,http://www.lesartsdecoratifs.fr/,48.878849,2.312855
Musée d'Art et d'Histoire du Judaïsme,"Hôtel de Saint-Aignan

71, Rue du Temple",75003,PARIS,http://www.mahj.org,48.86095,2.355608
Galerie d'Anatomie Comparée et de Paléontologie (Muséum d'Histoire Naturelle),"Jardin des Plantes

2, rue Buffon",75005,PARIS,http://www.mnhn.fr,48.842137,2.359895
Musée de l'Armée,"Hôtel National des Invalides

129, rue de Grenelle",75007,PARIS,/www.musee-armee.fr,48.858219,2.312885
Établissement Public de la Porte Dorée - Musée de l’Histoire de l’Immigration,"Palais de la Porte Dorée

293, avenue Daumesnil",75012,PARIS,http://www.histoire-immigration.fr,48.834887,2.408507
Musée de la Chasse et de la Nature,"60, rue des Archives",75003,PARIS,http://www.chassenature.org/,48.861337,2.358433
Musée National de la Marine,"17, Place du Trocadéro",75116,PARIS,http://www.musee-marine.fr,48.862492,2.287378
Musée de la Publicité (Les Arts Décoratifs),"107, Rue de Rivoli",75010,PARIS,http://www.museedelapub.org et www.lesartsdecoratifs.fr/,48.863218,2.3333
Musée Jean-Jacques Henner,"43, Avenue de Villiers",75017,PARIS,http://www.musee-henner.fr ou www.henner-intime.fr,48.883045,2.307689
Musée de Montmartre,"12, Rue Cortot",75018,PARIS,http://www.museedemontmartre.fr,48.887709,2.340577
Musée de l'Homme (Muséum National d'Histoire Naturelle),Place du Trocadéro,75116,PARIS,http://www.mnhn.fr,48.862507,2.282278
Musée Zadkine,"100 bis, rue d'Assas",75006,PARIS,http://www.zadkine.paris.fr,48.843177,2.333969
Palais Galliéra - Musée de la Mode de la ville de Paris,"10, Avenue Pierre 1er de Serbie",75116,PARIS,http://www.palaisgalliera.paris.fr,48.865846,2.296361
Etablissement Public du Musée d'Orsay,"62, Rue de Lille",75007,PARIS,http://www.musee-orsay.fr,48.859754,2.325917
Musée de la Musique,"221, Avenue Jean-Jaurès",75019,PARIS,http://www.citedelamusique.fr,48.889306,2.393807
Musée Hébert,"Hôtel de Montmorency-Bours

85, Rue du Cherche Midi",75006,PARIS,,48.847429,2.322709
"Petit Palais, Musée des Beaux-Arts de la ville de Paris",Avenue Winston-Churchill,75008,PARIS,http://www.petitpalais.paris.fr,48.866084,2.313813
Musée National Gustave Moreau,"14, Rue de la Rochefoucauld",75009,PARIS,http://www.musee-moreau.fr,48.877878,2.334383
Musée de la Franc-Maçonnerie,"16, Rue Cadet",75009,PARIS,http://www.museefm.org,48.874952,2.343057
Musée de la Vie Romantique,"16, Rue Chaptal",75009,PARIS,http://www.vie-romantique.paris.fr,48.880899,2.333278
Etablissement public de la Porte Dorée - Aquarium Tropical,"293, avenue Daumesnil",75012,PARIS,http://www.aquarium-portedoree.fr,48.834887,2.408507
"Musée Cernuschi, Musée des Arts de l'Asie de la ville de Paris","7, Avenue Velasquez",75008,PARIS,http://www.cernuschi.paris.fr,48.879693,2.312194
Musées Arts Décoratifs  Mode et du Textile,"107, Rue de Rivoli",75001,PARIS,http://www.lesartsdecoratifs.fr,48.863218,2.3333
Musée National de la Légion d'Honneur et des Ordres de Chevalerie,"2, Rue de la Légion d'Honneur",75007,PARIS,http://www.musee-legiondhonneur.fr,48.860433,2.324889
